customer_id,customer_tenure_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,avg_transaction_amount,previous_recovery_success_rate,days_since_last_success,preferred_payment_method
CUS_001143,1399,36,33,3,0.9167,7407.89,0.925,13,UPI
CUS_001144,1271,45,37,8,0.8222,4084.25,0.8791,89,CARD
CUS_001145,516,61,55,6,0.9016,8444.94,0.8217,63,UPI
CUS_001146,739,44,36,8,0.8182,12339.13,0.89,11,UPI
CUS_001147,811,51,40,11,0.7843,9099.37,0.7107,28,UPI
CUS_001148,1159,67,63,4,0.9403,4386.22,0.8011,63,WALLET
CUS_001149,1043,79,77,2,0.9747,2309.42,0.7878,45,CARD
CUS_001150,1282,9,8,1,0.8889,2266.02,0.3455,47,CARD
CUS_001151,573,57,51,6,0.8947,2609.36,0.7568,3,CARD
CUS_001152,772,18,17,1,0.9444,5527.51,0.7304,36,CARD
CUS_001153,663,16,15,1,0.9375,6820.42,0.5455,55,UPI
CUS_001154,1367,63,54,9,0.8571,1451.29,0.3607,67,CARD
CUS_001155,478,6,5,1,0.8333,3006.81,0.6498,40,UPI
CUS_001156,893,67,62,5,0.9254,5466.87,0.733,49,CARD
CUS_001157,206,61,58,3,0.9508,2190.95,0.7471,19,UPI
CUS_001158,1279,79,77,2,0.9747,6367.46,0.7912,71,NETBANKING
CUS_001159,594,53,43,10,0.8113,3518.85,0.9299,62,CARD
CUS_001160,530,69,56,13,0.8116,2522.73,0.7226,66,UPI
CUS_001161,886,10,8,2,0.8,4695.67,0.5395,60,CARD
CUS_001162,763,71,67,4,0.9437,6158.92,0.982,88,UPI
CUS_001163,1276,13,12,1,0.9231,2282.46,0.4644,79,UPI
CUS_001164,811,25,22,3,0.88,3706.13,0.7147,72,NETBANKING
CUS_001165,789,11,10,1,0.9091,6541.85,0.4734,30,CARD
CUS_001166,184,32,29,3,0.9062,2445.88,0.8689,6,CARD
CUS_001167,62,60,55,5,0.9167,1194.67,0.7818,0,CARD
CUS_001168,615,22,20,2,0.9091,1316.29,0.5876,70,UPI
CUS_001169,1497,65,62,3,0.9538,3220.82,0.8015,80,UPI
CUS_001170,1378,48,45,3,0.9375,1567.28,0.7353,58,CARD
CUS_001171,954,50,46,4,0.92,3407.23,0.8524,64,CARD
CUS_001172,957,75,69,6,0.92,17047.98,0.9181,8,UPI
CUS_001173,605,35,30,5,0.8571,1493.61,0.7857,50,UPI
CUS_001174,290,28,26,2,0.9286,3589.43,0.664,54,UPI
CUS_001175,42,79,74,5,0.9367,24777.13,0.926,14,UPI
CUS_001176,528,45,43,2,0.9556,6237.51,0.799,67,UPI
CUS_001177,495,49,45,4,0.9184,3353.15,0.7038,30,UPI
CUS_001178,311,24,18,6,0.75,3969.23,0.839,17,CARD
CUS_001179,410,18,16,2,0.8889,6344.37,0.6907,62,UPI
CUS_001180,66,14,12,2,0.8571,17473.67,0.7146,39,UPI
CUS_001181,923,18,17,1,0.9444,2942.9,0.512,48,CARD
CUS_001182,1393,16,15,1,0.9375,2454.66,0.5775,48,NETBANKING
CUS_001183,1045,59,51,8,0.8644,1493.36,0.4762,56,UPI
CUS_001184,688,5,4,1,0.8,4886.88,0.749,37,UPI
CUS_001185,647,50,40,10,0.8,1461.59,0.6773,73,CARD
CUS_001186,482,75,72,3,0.96,3105.12,0.6306,78,UPI
CUS_001187,239,61,55,6,0.9016,2175.22,0.7055,43,UPI
CUS_001188,909,32,30,2,0.9375,10626.77,0.9484,15,CARD
CUS_001189,862,5,5,0,1.0,2996.25,0.6926,25,UPI
CUS_001190,40,66,53,13,0.803,6181.88,0.8233,69,NETBANKING
CUS_001191,640,1,1,0,1.0,1247.08,0.9212,23,NETBANKING
CUS_001192,438,54,49,5,0.9074,4999.23,0.9125,70,UPI
CUS_001193,280,54,34,20,0.6296,1718.67,0.9044,59,UPI
CUS_001194,1063,16,13,3,0.8125,3201.31,0.5804,40,WALLET
CUS_001195,802,59,46,13,0.7797,26391.43,0.6864,11,CARD
CUS_001196,961,14,13,1,0.9286,9486.0,0.8203,48,WALLET
CUS_001197,1078,18,14,4,0.7778,4060.67,0.4221,62,CARD
CUS_001198,1473,65,63,2,0.9692,58161.92,0.7344,13,UPI
CUS_001199,1210,78,64,14,0.8205,2163.96,0.9118,74,UPI
CUS_001200,941,21,19,2,0.9048,11430.1,0.8572,17,UPI
CUS_001201,1322,73,69,4,0.9452,1320.4,0.5749,37,NETBANKING
CUS_001202,731,73,67,6,0.9178,3702.24,0.601,47,UPI
CUS_001203,1477,61,53,8,0.8689,1530.88,0.633,66,CARD
CUS_001204,1149,12,11,1,0.9167,5528.4,0.7852,20,CARD
CUS_001205,986,24,19,5,0.7917,4706.07,0.7797,30,NETBANKING
CUS_001206,1357,54,49,5,0.9074,3518.19,0.4021,72,CARD
CUS_001207,787,79,73,6,0.9241,10780.33,0.5107,29,UPI
CUS_001208,1089,65,47,18,0.7231,2858.79,0.4649,55,UPI
CUS_001209,448,34,30,4,0.8824,5844.84,0.7327,35,CARD
CUS_001210,1445,19,18,1,0.9474,8675.66,0.7967,5,NETBANKING
CUS_001211,946,76,67,9,0.8816,1373.69,0.3373,46,CARD
CUS_001212,1179,22,20,2,0.9091,2472.79,0.7338,32,CARD
CUS_001213,707,28,25,3,0.8929,4698.14,0.6128,23,NETBANKING
CUS_001214,1304,77,64,13,0.8312,7449.9,0.7209,77,UPI
CUS_001215,139,45,39,6,0.8667,14028.17,0.6919,69,UPI
CUS_001216,197,21,19,2,0.9048,3786.24,0.7391,24,NETBANKING
CUS_001217,775,1,1,0,1.0,3493.49,0.3694,47,CARD
CUS_001218,1106,34,31,3,0.9118,2238.94,0.8444,64,NETBANKING
CUS_001219,1219,78,72,6,0.9231,5859.5,0.9622,4,UPI
CUS_001220,676,35,30,5,0.8571,3548.0,0.434,8,CARD
CUS_001221,985,56,45,11,0.8036,3614.13,0.9565,48,UPI
CUS_001222,843,20,18,2,0.9,4174.38,0.4407,83,UPI
CUS_001223,1443,62,49,13,0.7903,6996.29,0.8004,83,UPI
CUS_001224,991,62,58,4,0.9355,2866.5,0.8926,40,CARD
CUS_001225,642,49,38,11,0.7755,2426.26,0.3505,63,UPI
CUS_001226,1455,61,54,7,0.8852,6356.37,0.8705,44,UPI
CUS_001227,187,46,44,2,0.9565,399.92,0.9328,81,UPI
CUS_001228,1477,30,28,2,0.9333,2776.34,0.6818,51,UPI
CUS_001229,256,59,55,4,0.9322,1791.46,0.7596,80,CARD
CUS_001230,453,66,54,12,0.8182,11783.31,0.6494,32,CARD
CUS_001231,1237,67,56,11,0.8358,3162.4,0.7732,83,CARD
CUS_001232,1108,17,14,3,0.8235,2873.42,0.9151,65,UPI
CUS_001233,1456,54,47,7,0.8704,4328.32,0.7317,69,CARD
CUS_001234,1132,1,1,0,1.0,2794.85,0.5319,1,UPI
CUS_001235,966,46,44,2,0.9565,3260.76,0.9729,72,CARD
CUS_001236,539,46,43,3,0.9348,4863.54,0.7196,14,NETBANKING
CUS_001237,36,29,28,1,0.9655,3210.56,0.8227,84,CARD
CUS_001238,212,79,75,4,0.9494,3192.18,0.5902,16,WALLET
CUS_001239,467,70,64,6,0.9143,2005.62,0.7745,74,UPI
CUS_001240,90,4,4,0,1.0,1787.92,0.6957,57,CARD
CUS_001241,777,17,14,3,0.8235,4723.67,0.8109,35,CARD
CUS_001242,1172,17,17,0,1.0,5750.91,0.6843,80,CARD
CUS_001243,1445,71,65,6,0.9155,1435.56,0.4364,34,CARD
CUS_001244,749,41,38,3,0.9268,8265.01,0.7651,5,UPI
CUS_001245,1316,58,56,2,0.9655,8292.2,0.7816,6,CARD
CUS_001246,1478,64,62,2,0.9688,9814.18,0.7488,76,CARD
CUS_001247,1293,61,47,14,0.7705,5720.11,0.6363,34,CARD
CUS_001248,713,8,7,1,0.875,7491.31,0.7254,73,UPI
CUS_001249,508,12,11,1,0.9167,25844.51,0.8833,1,UPI
CUS_001250,1467,32,23,9,0.7188,3535.52,0.9006,6,NETBANKING
CUS_001251,385,27,21,6,0.7778,1949.4,0.685,88,UPI
CUS_001252,635,60,56,4,0.9333,1318.94,0.5917,12,UPI
CUS_001253,138,13,12,1,0.9231,18331.42,0.6694,61,UPI
CUS_001254,1196,30,25,5,0.8333,18524.74,0.5681,31,CARD
CUS_001255,985,19,16,3,0.8421,2147.7,0.8336,45,CARD
CUS_001256,154,15,14,1,0.9333,2514.87,0.8843,10,WALLET
CUS_001257,356,14,11,3,0.7857,3472.53,0.5148,24,CARD
CUS_001258,846,16,13,3,0.8125,11982.93,0.7608,68,UPI
CUS_001259,824,45,43,2,0.9556,1606.79,0.6386,48,UPI
CUS_001260,1209,33,30,3,0.9091,933.12,0.7756,45,UPI
CUS_001261,421,35,31,4,0.8857,25484.97,0.807,85,CARD
CUS_001262,1389,38,35,3,0.9211,5777.53,0.6927,36,WALLET
CUS_001263,683,59,57,2,0.9661,6472.8,0.9446,72,UPI
CUS_001264,1239,69,64,5,0.9275,3819.02,0.83,65,UPI
CUS_001265,380,42,37,5,0.881,6531.95,0.7586,41,CARD
CUS_001266,84,51,45,6,0.8824,1340.06,0.5505,26,CARD
CUS_001267,110,59,45,14,0.7627,2296.4,0.8399,31,CARD
CUS_001268,577,55,47,8,0.8545,4894.95,0.8167,78,CARD
CUS_001269,1431,11,11,0,1.0,731.52,0.9195,27,UPI
CUS_001270,101,78,71,7,0.9103,3532.7,0.8647,58,CARD
CUS_001271,572,14,11,3,0.7857,3362.71,0.3868,11,UPI
CUS_001272,190,33,32,1,0.9697,3532.22,0.875,31,CARD
CUS_001273,1399,52,50,2,0.9615,2895.66,0.8509,84,UPI
CUS_001274,1022,32,24,8,0.75,2028.64,0.1122,48,CARD
CUS_001275,1151,20,17,3,0.85,1047.55,0.8044,74,WALLET
CUS_001276,1078,73,57,16,0.7808,5052.46,0.5922,23,CARD
CUS_001277,995,6,6,0,1.0,3539.47,0.8129,68,UPI
CUS_001278,1167,20,17,3,0.85,1497.58,0.5169,88,WALLET
CUS_001279,41,79,70,9,0.8861,4730.85,0.4734,83,UPI
CUS_001280,1302,58,51,7,0.8793,3554.15,0.9253,39,CARD
CUS_001281,1117,7,6,1,0.8571,3111.98,0.8995,61,UPI
CUS_001282,1116,60,51,9,0.85,801.37,0.6905,80,NETBANKING
CUS_001283,608,77,63,14,0.8182,7770.17,0.6798,73,UPI
CUS_001284,1207,8,7,1,0.875,1678.06,0.683,88,UPI
CUS_001285,591,33,29,4,0.8788,4733.64,0.7613,2,WALLET
CUS_001286,101,37,33,4,0.8919,2357.17,0.9073,48,CARD
CUS_001287,1364,11,10,1,0.9091,3297.27,0.5206,71,UPI
CUS_001288,374,16,16,0,1.0,11312.53,0.8933,65,UPI
CUS_001289,179,14,13,1,0.9286,6885.18,0.7784,13,UPI
CUS_001290,944,15,13,2,0.8667,11112.93,0.6763,51,UPI
CUS_001291,373,32,29,3,0.9062,5861.38,0.8211,14,CARD
CUS_001292,1291,37,35,2,0.9459,6177.99,0.728,8,CARD
CUS_001293,682,19,16,3,0.8421,1082.38,0.6752,10,WALLET
CUS_001294,36,23,20,3,0.8696,3490.54,0.8211,85,CARD
CUS_001295,1429,16,15,1,0.9375,3758.99,0.7001,24,WALLET
CUS_001296,786,63,58,5,0.9206,11977.25,0.7868,41,CARD
CUS_001297,416,17,16,1,0.9412,3001.45,0.7533,23,UPI
CUS_001298,1025,72,60,12,0.8333,5562.04,0.8555,80,CARD
CUS_001299,809,43,40,3,0.9302,5390.74,0.6678,80,UPI
CUS_001300,73,64,56,8,0.875,11361.35,0.9898,59,UPI
CUS_001301,1146,51,46,5,0.902,4043.38,0.6083,74,NETBANKING
CUS_001302,619,22,20,2,0.9091,8726.0,0.7784,9,CARD
CUS_001303,1058,48,40,8,0.8333,1150.49,0.8943,89,UPI
CUS_001304,1346,22,18,4,0.8182,1237.21,0.843,37,UPI
CUS_001305,927,10,7,3,0.7,724.26,0.7167,36,UPI
CUS_001306,1017,21,19,2,0.9048,8439.01,0.7426,17,CARD
CUS_001307,404,22,20,2,0.9091,7713.8,0.9697,78,UPI
CUS_001308,379,11,10,1,0.9091,9221.52,0.5819,15,NETBANKING
CUS_001309,640,2,2,0,1.0,2617.42,0.8827,77,CARD
CUS_001310,1283,75,71,4,0.9467,2866.92,0.8384,64,UPI
CUS_001311,800,41,38,3,0.9268,4084.66,0.8795,69,CARD
CUS_001312,541,32,30,2,0.9375,14282.53,0.7802,2,NETBANKING
CUS_001313,1176,74,63,11,0.8514,17446.51,0.8746,66,NETBANKING
CUS_001314,1284,18,17,1,0.9444,8492.0,0.8055,86,CARD
CUS_001315,1356,32,29,3,0.9062,5864.36,0.9763,35,UPI
CUS_001316,469,67,60,7,0.8955,13097.0,0.5395,40,CARD
CUS_001317,1073,50,44,6,0.88,3667.11,0.9415,10,NETBANKING
CUS_001318,897,32,29,3,0.9062,3291.44,0.8928,44,WALLET
CUS_001319,689,21,18,3,0.8571,4058.69,0.5063,60,CARD
CUS_001320,613,3,2,1,0.6667,2056.71,0.9097,26,CARD
CUS_001321,198,7,7,0,1.0,3912.08,0.5955,66,UPI
CUS_001322,433,13,12,1,0.9231,1840.71,0.7559,7,UPI
CUS_001323,838,63,60,3,0.9524,10217.31,0.729,60,UPI
CUS_001324,1333,51,38,13,0.7451,6951.99,0.5589,52,UPI
CUS_001325,1303,35,33,2,0.9429,14121.91,0.7383,20,CARD
CUS_001326,305,62,55,7,0.8871,1222.2,0.5059,31,UPI
CUS_001327,1028,13,12,1,0.9231,20602.96,0.7416,21,CARD
CUS_001328,154,17,12,5,0.7059,1279.02,0.9167,56,CARD
CUS_001329,1022,32,27,5,0.8438,1725.35,0.6852,57,UPI
CUS_001330,532,73,64,9,0.8767,2738.53,0.7994,50,CARD
CUS_001331,691,49,43,6,0.8776,12810.36,0.8663,17,UPI
CUS_001332,1084,68,61,7,0.8971,5389.95,0.9195,19,UPI
CUS_001333,654,20,19,1,0.95,3702.52,0.3627,72,WALLET
CUS_001334,1216,68,58,10,0.8529,2386.85,0.5567,41,UPI
CUS_001335,814,6,5,1,0.8333,1496.8,0.6999,39,UPI
CUS_001336,1498,18,15,3,0.8333,11135.96,0.5635,27,CARD
CUS_001337,968,42,38,4,0.9048,8524.88,0.7614,83,UPI
CUS_001338,465,4,4,0,1.0,13277.06,0.756,21,UPI
CUS_001339,1169,68,63,5,0.9265,6181.32,0.54,69,CARD
CUS_001340,629,69,63,6,0.913,543.57,0.7227,69,CARD
CUS_001341,815,43,39,4,0.907,1662.65,0.6892,21,CARD
CUS_001342,231,25,23,2,0.92,6527.18,0.9126,1,NETBANKING
CUS_001343,205,8,8,0,1.0,3347.8,0.5582,22,UPI
CUS_001344,875,49,39,10,0.7959,2877.74,0.5992,24,CARD
CUS_001345,304,43,33,10,0.7674,1861.71,0.8397,67,UPI
CUS_001346,1496,61,50,11,0.8197,9603.71,0.6622,47,UPI
CUS_001347,1287,48,46,2,0.9583,6482.02,0.418,38,WALLET
CUS_001348,1060,11,9,2,0.8182,6719.61,0.4955,42,CARD
CUS_001349,1110,10,10,0,1.0,2710.67,0.6591,85,UPI
CUS_001350,904,62,51,11,0.8226,5181.57,0.8949,84,UPI
CUS_001351,118,13,11,2,0.8462,1543.21,0.6706,2,UPI
CUS_001352,606,75,67,8,0.8933,4056.07,0.3729,75,CARD
CUS_001353,758,9,8,1,0.8889,595.55,0.7658,32,UPI
CUS_001354,1375,58,53,5,0.9138,1283.49,0.6844,67,NETBANKING
CUS_001355,352,78,67,11,0.859,3477.2,0.968,88,UPI
CUS_001356,760,35,33,2,0.9429,30089.37,0.726,46,UPI
CUS_001357,535,5,5,0,1.0,1065.54,0.8851,56,WALLET
CUS_001358,227,70,66,4,0.9429,1663.98,0.7809,38,NETBANKING
CUS_001359,181,15,13,2,0.8667,5352.14,0.6154,6,UPI
CUS_001360,567,42,38,4,0.9048,18534.16,0.596,3,CARD
CUS_001361,151,78,67,11,0.859,5289.98,0.6691,32,NETBANKING
CUS_001362,128,59,48,11,0.8136,7891.54,0.4735,73,CARD
CUS_001363,545,4,3,1,0.75,3434.92,0.7968,30,CARD
CUS_001364,326,65,58,7,0.8923,2990.92,0.5306,38,CARD
CUS_001365,845,13,11,2,0.8462,4805.81,0.9472,47,WALLET
CUS_001366,55,60,57,3,0.95,2657.66,0.5693,28,CARD
CUS_001367,473,50,48,2,0.96,8032.48,0.7219,44,UPI
CUS_001368,696,23,20,3,0.8696,1244.91,0.7684,54,CARD
CUS_001369,1445,34,30,4,0.8824,9171.19,0.7948,76,CARD
CUS_001370,962,10,8,2,0.8,4643.78,0.3979,67,CARD
CUS_001371,1324,78,77,1,0.9872,3789.75,0.7013,73,UPI
CUS_001372,534,19,15,4,0.7895,1208.87,0.5056,47,CARD
CUS_001373,691,25,24,1,0.96,2054.94,0.7915,62,CARD
CUS_001374,647,40,33,7,0.825,11739.96,0.7633,13,WALLET
CUS_001375,1334,54,52,2,0.963,3808.36,0.7547,13,UPI
CUS_001376,1440,40,32,8,0.8,5622.61,0.6501,82,CARD
CUS_001377,1444,40,35,5,0.875,2226.55,0.6415,54,CARD
CUS_001378,1135,47,44,3,0.9362,4396.61,0.9702,10,UPI
CUS_001379,769,68,60,8,0.8824,1501.34,0.8044,36,CARD
CUS_001380,825,32,28,4,0.875,4874.33,0.6105,87,UPI
CUS_001381,1471,66,50,16,0.7576,6053.22,0.4238,1,CARD
CUS_001382,448,63,48,15,0.7619,5815.75,0.7606,39,CARD
CUS_001383,539,76,70,6,0.9211,2184.11,0.4427,75,UPI
CUS_001384,1348,73,67,6,0.9178,3422.72,0.6874,85,CARD
CUS_001385,597,64,60,4,0.9375,6915.97,0.7276,33,WALLET
CUS_001386,375,20,18,2,0.9,3799.72,0.715,82,UPI
CUS_001387,853,62,58,4,0.9355,3575.96,0.7739,64,NETBANKING
CUS_001388,508,59,55,4,0.9322,20632.17,0.6234,36,UPI
CUS_001389,1339,23,21,2,0.913,2102.83,0.9232,70,UPI
CUS_001390,1366,54,45,9,0.8333,10680.42,0.805,72,CARD
CUS_001391,479,20,18,2,0.9,1786.63,0.7048,24,UPI
CUS_001392,808,42,34,8,0.8095,7598.13,0.701,8,NETBANKING
CUS_001393,1476,63,49,14,0.7778,7929.58,0.6429,70,CARD
CUS_001394,1121,15,11,4,0.7333,2991.53,0.5834,7,CARD
CUS_001395,346,27,19,8,0.7037,1699.1,0.9342,70,CARD
CUS_001396,898,63,55,8,0.873,930.28,0.8218,32,CARD
CUS_001397,941,36,33,3,0.9167,2751.06,0.4566,63,CARD
CUS_001398,990,76,54,22,0.7105,6855.51,0.7438,54,CARD
CUS_001399,66,1,1,0,1.0,1900.23,0.5966,3,NETBANKING
CUS_001400,470,58,50,8,0.8621,4862.91,0.9133,0,CARD
CUS_001401,1286,65,49,16,0.7538,1381.17,0.8387,56,UPI
CUS_001402,384,73,68,5,0.9315,3732.08,0.5878,46,CARD
CUS_001403,470,13,13,0,1.0,1797.58,0.9019,3,UPI
CUS_001404,504,78,67,11,0.859,4227.85,0.8689,87,UPI
CUS_001405,290,31,27,4,0.871,3013.84,0.9196,21,UPI
CUS_001406,258,28,25,3,0.8929,1736.35,0.6479,77,UPI
CUS_001407,540,29,23,6,0.7931,2656.42,0.7102,10,UPI
CUS_001408,1315,51,45,6,0.8824,2131.34,0.8473,20,NETBANKING
CUS_001409,32,53,34,19,0.6415,1572.93,0.73,47,CARD
CUS_001410,446,38,36,2,0.9474,10700.32,0.8314,47,UPI
CUS_001411,119,6,6,0,1.0,3373.46,0.6184,54,WALLET
CUS_001412,855,78,76,2,0.9744,772.82,0.8142,15,WALLET
CUS_001413,398,18,15,3,0.8333,2733.14,0.807,23,NETBANKING
CUS_001414,1194,8,7,1,0.875,9354.4,0.6607,23,UPI
CUS_001415,889,48,44,4,0.9167,2447.31,0.8223,39,UPI
CUS_001416,1182,33,26,7,0.7879,14913.58,0.5282,83,CARD
CUS_001417,963,49,46,3,0.9388,2267.66,0.6906,41,CARD
CUS_001418,674,70,63,7,0.9,6731.54,0.7565,89,CARD
CUS_001419,1295,8,7,1,0.875,10312.82,0.9255,22,CARD
CUS_001420,730,23,20,3,0.8696,6450.98,0.8611,21,CARD
CUS_001421,1426,41,34,7,0.8293,1498.53,0.6646,9,WALLET
CUS_001422,1492,63,52,11,0.8254,2117.22,0.5789,19,CARD
CUS_001423,895,48,36,12,0.75,11474.58,0.7168,28,NETBANKING
CUS_001424,1021,31,31,0,1.0,2364.08,0.6801,34,NETBANKING
CUS_001425,405,49,41,8,0.8367,9821.94,0.6859,64,UPI
CUS_001426,1227,78,71,7,0.9103,3189.45,0.5953,40,NETBANKING
CUS_001427,1017,38,31,7,0.8158,5039.1,0.9349,61,UPI
CUS_001428,1356,70,53,17,0.7571,1484.67,0.9013,8,UPI
CUS_001429,422,62,40,22,0.6452,2766.17,0.9164,85,WALLET
CUS_001430,1187,24,23,1,0.9583,2234.09,0.2085,13,UPI
CUS_001431,721,20,18,2,0.9,5390.06,0.7627,3,CARD
CUS_001432,302,61,50,11,0.8197,4848.34,0.7824,38,WALLET
CUS_001433,281,17,16,1,0.9412,6515.59,0.7653,58,UPI
CUS_001434,856,27,26,1,0.963,3039.4,0.8695,21,UPI
CUS_001435,499,19,15,4,0.7895,2138.05,0.4142,14,UPI
CUS_001436,179,48,40,8,0.8333,5208.34,0.8945,76,CARD
CUS_001437,657,24,22,2,0.9167,1974.68,0.5899,74,UPI
CUS_001438,989,53,48,5,0.9057,10663.38,0.8803,67,UPI
CUS_001439,498,74,69,5,0.9324,4106.04,0.7561,19,NETBANKING
CUS_001440,1434,66,63,3,0.9545,3466.58,0.7969,48,UPI
CUS_001441,1175,75,55,20,0.7333,6513.12,0.8884,62,CARD
CUS_001442,783,2,2,0,1.0,4233.32,0.6762,38,UPI
CUS_001443,1403,36,22,14,0.6111,1194.39,0.7367,16,CARD
CUS_001444,666,18,17,1,0.9444,1925.01,0.7002,74,CARD
CUS_001445,235,73,69,4,0.9452,10488.13,0.6959,84,UPI
CUS_001446,82,57,51,6,0.8947,4812.35,0.596,14,UPI
CUS_001447,1408,26,22,4,0.8462,1172.13,0.4993,63,UPI
CUS_001448,1440,45,41,4,0.9111,5964.15,0.7931,79,UPI
CUS_001449,1116,48,46,2,0.9583,2876.78,0.8541,48,UPI
CUS_001450,181,40,36,4,0.9,2235.53,0.7169,4,CARD
CUS_001451,461,38,33,5,0.8684,1800.71,0.5005,62,UPI
CUS_001452,90,5,5,0,1.0,10014.37,0.7843,83,UPI
CUS_001453,105,36,33,3,0.9167,933.96,0.4274,23,UPI
CUS_001454,391,28,24,4,0.8571,2302.63,0.9101,12,NETBANKING
CUS_001455,871,65,50,15,0.7692,4953.92,0.6696,22,UPI
CUS_001456,126,69,65,4,0.942,15907.14,0.6327,73,CARD
CUS_001457,1477,60,55,5,0.9167,7008.78,0.3124,50,CARD
CUS_001458,699,3,2,1,0.6667,2287.04,0.4921,1,UPI
CUS_001459,417,67,62,5,0.9254,15295.52,0.8529,52,UPI
CUS_001460,788,32,28,4,0.875,1521.93,0.5094,73,UPI
CUS_001461,1191,33,31,2,0.9394,5564.16,0.5882,16,CARD
CUS_001462,489,75,57,18,0.76,6647.93,0.9154,52,UPI
CUS_001463,99,69,52,17,0.7536,2223.73,0.7682,20,UPI
CUS_001464,104,5,4,1,0.8,7862.87,0.7823,1,NETBANKING
CUS_001465,1282,29,23,6,0.7931,2983.11,0.4327,36,CARD
CUS_001466,194,60,43,17,0.7167,7847.47,0.7431,69,UPI
CUS_001467,964,43,34,9,0.7907,1032.93,0.6093,60,NETBANKING
CUS_001468,595,21,19,2,0.9048,5882.95,0.486,9,UPI
CUS_001469,1172,42,28,14,0.6667,3236.17,0.8584,16,UPI
CUS_001470,118,69,67,2,0.971,11289.13,0.5019,48,UPI
CUS_001471,1349,18,17,1,0.9444,4344.42,0.5146,28,WALLET
CUS_001472,1056,59,52,7,0.8814,12224.73,0.3087,29,UPI
CUS_001473,690,59,52,7,0.8814,6754.22,0.8266,39,CARD
CUS_001474,334,70,56,14,0.8,4063.61,0.8439,68,CARD
CUS_001475,1466,24,22,2,0.9167,8450.39,0.7959,51,CARD
CUS_001476,474,18,14,4,0.7778,8493.7,0.9407,76,UPI
CUS_001477,751,44,39,5,0.8864,6564.03,0.9255,9,UPI
CUS_001478,609,42,40,2,0.9524,719.09,0.9129,41,CARD
CUS_001479,368,33,30,3,0.9091,2050.39,0.8238,49,UPI
CUS_001480,642,62,50,12,0.8065,13617.59,0.7344,68,CARD
CUS_001481,252,64,54,10,0.8438,1647.6,0.5511,46,UPI
CUS_001482,32,20,20,0,1.0,9116.14,0.9505,82,CARD
CUS_001483,456,63,49,14,0.7778,7918.8,0.7462,75,CARD
CUS_001484,194,19,18,1,0.9474,2518.03,0.8344,62,CARD
CUS_001485,639,33,26,7,0.7879,912.01,0.7404,35,CARD
CUS_001486,1298,3,3,0,1.0,2854.64,0.7992,28,UPI
CUS_001487,268,27,22,5,0.8148,23724.05,0.8106,48,UPI
CUS_001488,31,76,66,10,0.8684,2255.69,0.9482,41,UPI
CUS_001489,193,35,31,4,0.8857,2383.74,0.7848,2,CARD
CUS_001490,777,57,39,18,0.6842,2025.89,0.6795,20,UPI
CUS_001491,434,9,9,0,1.0,11892.46,0.604,75,UPI
CUS_001492,749,51,46,5,0.902,3705.23,0.7041,41,UPI
CUS_001493,72,30,30,0,1.0,2727.41,0.8207,85,UPI
CUS_001494,519,59,55,4,0.9322,13941.31,0.7064,22,CARD
CUS_001495,632,74,62,12,0.8378,7154.01,0.663,87,CARD
CUS_001496,664,42,37,5,0.881,2156.84,0.8913,72,UPI
CUS_001497,840,9,8,1,0.8889,1690.81,0.635,32,UPI
CUS_001498,1177,38,30,8,0.7895,11365.85,0.8627,54,CARD
CUS_001499,716,10,10,0,1.0,4560.85,0.2566,88,CARD
CUS_001500,1266,36,33,3,0.9167,1303.2,0.528,56,NETBANKING
CUS_001501,808,5,5,0,1.0,1080.67,0.8568,83,NETBANKING
CUS_001502,412,51,41,10,0.8039,1842.73,0.6218,9,NETBANKING
CUS_001503,366,25,22,3,0.88,1669.44,0.7118,14,NETBANKING
CUS_001504,504,16,15,1,0.9375,875.65,0.5515,0,NETBANKING
CUS_001505,908,2,2,0,1.0,1867.26,0.8311,29,CARD
CUS_001506,386,71,67,4,0.9437,2157.2,0.4423,71,CARD
CUS_001507,1373,67,60,7,0.8955,3107.85,0.6846,86,CARD
CUS_001508,735,65,60,5,0.9231,17433.71,0.927,48,UPI
CUS_001509,1299,5,5,0,1.0,3634.98,0.4908,38,UPI
CUS_001510,1034,28,25,3,0.8929,3935.42,0.9205,83,NETBANKING
CUS_001511,520,77,70,7,0.9091,6763.1,0.9494,52,CARD
CUS_001512,365,46,45,1,0.9783,3721.86,0.8675,48,UPI
CUS_001513,1123,11,11,0,1.0,6197.83,0.7021,7,UPI
CUS_001514,516,12,11,1,0.9167,5632.59,0.7495,19,UPI
CUS_001515,392,21,18,3,0.8571,4963.68,0.8761,62,UPI
CUS_001516,1397,77,74,3,0.961,41151.08,0.7253,62,CARD
CUS_001517,739,14,11,3,0.7857,9327.6,0.7336,44,CARD
CUS_001518,101,72,65,7,0.9028,1894.02,0.5618,63,CARD
CUS_001519,757,54,48,6,0.8889,6051.19,0.6109,62,UPI
CUS_001520,707,73,69,4,0.9452,2388.55,0.6808,5,UPI
CUS_001521,1300,66,61,5,0.9242,6430.67,0.7725,75,UPI
CUS_001522,1075,27,21,6,0.7778,1497.7,0.8137,62,UPI
CUS_001523,311,66,50,16,0.7576,1854.94,0.5709,19,CARD
CUS_001524,251,14,12,2,0.8571,5925.13,0.447,19,UPI
